userName,score,at,content,sentiment_label
Gendon Pamungkas,3,2023-03-13 07:40:58,min ga login,negatif
Atrea Gendis,1,2023-03-11 04:02:25,login mutertrs,negatif
Akhmad Abdhillah Sulaiman,3,2024-03-13 01:08:59,min kouta habis ,negatif
Hany hanoey2525,5,2023-03-16 14:41:57,terimaskih mitra darat dapet tiket mudik,positif
JEFRI FIDYAN,5,2023-03-16 02:33:00,terimakasih darat,positif
Sani Sanjoyo,1,2023-03-18 03:50:14,apl,negatif
Nurman,1,2023-03-13 12:10:27,server eror trus,negatif
hafidz gaming,5,2024-03-31 04:07:47,oksangat bantu mudik,positif
Elisabeth Solikah,5,2024-03-08 11:26:24,gimana buru tiket gratis,positif
Rini Dwihandayani,5,2024-03-30 01:05:36,mitra darat keren,positif
PRiE Priyatno,5,2024-03-17 02:20:45,pembrangkatan jakarta barat gak,positif
Arik Setiawan,1,2023-03-13 16:13:09,eror teruss,negatif
Riduan Andesta,5,2023-03-13 16:37:46,aplikasi yg bantu        ,positif
Ari Widodo,5,2023-03-17 01:18:21,makasih tri kemenhub mudik gratis,positif
Lia N,5,2023-12-06 01:28:00,mohon wilayah cepubojonegoro ada,positif
Lucky Fermansah,3,2024-03-06 05:24:38,ganggu min,negatif
Riyatno Yatno,1,2023-04-12 13:35:25,ga ad yg dre bogor bandung tuju kebumen,negatif
Maryadi Aza,4,2023-03-14 08:33:13,mudik kapal min,positif
Sasikarani Tantri Prasasti,5,2023-03-15 05:00:27,bagus layan nya,positif
Nasywa Asyifa,5,2023-03-15 06:12:26,layan mantapp,positif
AHMAD TV,5,2024-03-30 01:14:18,sngat bantu,positif
Ridy Irawan,2,2024-03-02 02:41:59,ulas bantu,negatif
Nanik Sumarni,3,2023-03-13 08:03:20,gk login,negatif
kusno wijayanto,5,2023-03-12 13:29:11,mantap moga aamiin yra,positif
Isti Zawawi,5,2023-03-13 10:13:03,terima kasih dishub,positif
Jaka sambung77,2,2023-03-16 06:56:55,buka mudik gratis ora direspon,negatif
Darsono Simbah,5,2024-04-02 01:26:15,trima kasih mitra darat,positif
Umi Salamah,5,2023-12-16 03:45:04,mudik gratis oke,positif
Abnan Muzawik,5,2023-03-13 08:24:12,jaring,positif
Indana Arin,5,2023-04-03 04:42:06,mudik,positif
Kholis W,5,2023-03-08 13:46:45,mantap tenan,positif
Wahyu Muhamad,5,2023-03-15 04:42:12,aman,positif
ARBI Widhi K,5,2023-03-15 05:35:05,mantab moga berkah,positif
MAI Frizal,1,2023-03-13 08:32:54,aplikasi ga jls,negatif
Antok Mariyono,5,2023-12-17 14:52:46,batu,positif
Muzainah Zainah,4,2023-03-13 08:15:53,batu,positif
Ali Maskuri,5,2023-03-13 07:35:38,mantaapsangat batu,positif
Sudiyono Sastro,5,2024-03-05 00:02:47,bantu banget,positif
Nunsurya Surya,5,2023-03-13 07:42:05,moga lancar,positif
Sandi Urfidoni,5,2023-03-27 06:04:33,terima kasih,positif
Nurahmat Kbm,5,2023-03-13 07:31:33,akuny gak buka,positif
Santun Pantun,5,2023-03-13 06:48:41,bantu,positif
Arif Darmawan,5,2024-03-30 01:45:00,kesan,positif
Eko Arif,5,2023-04-07 08:22:31,moga sukses,positif
Sugix Apander,5,2023-03-12 14:00:23,bismillah mudik gretong,positif
Arif Prasetya,5,2023-03-17 01:29:44,banyak kuota,positif
Nayla kasih Cahaya,5,2024-02-21 01:24:14,isi survey bargaimana,positif
akbar bhizer,5,2023-04-02 11:50:32,bismillah mudik tanggal ,positif
Akhmad Waluyo,1,2024-03-06 05:24:47,ngaada faedah tidakberguna,negatif
Witono Gojek,4,2023-03-13 10:44:43,masuk susah,positif
Dani Arianto,3,2023-12-06 23:06:04,tiket habis muluk,negatif
Siti Amsoh,5,2023-03-12 19:22:41,buru mudik grstis,positif
asman radjab suhudia,5,2023-04-01 16:43:07,salam mitra darat,positif
Nur Rohman,5,2024-03-06 05:54:19,mantap moga berkah,positif
Isla Hiyati,5,2024-03-14 19:17:14,bagi,positif
Asep Awaludin,1,2024-04-06 09:35:16,kaga mudik gratis nya,negatif
Achmad Nur Salim,5,2023-03-15 03:28:20,mudik mantap kemenhub,positif
Al Gibran,1,2024-03-10 01:45:39,banyak eror,negatif
Karyadi Ady,5,2024-03-06 09:41:48,mitra darat rakyat,positif
Sri Purwati,5,2024-03-08 01:13:58,,positif
Laurensius Rony H,3,2023-03-13 08:28:14,nga login,negatif
Muji Jat,5,2023-04-03 09:29:08,kouta habis trs,positif
Agung Galih,5,2024-03-06 04:44:18,moga bantu,positif
Virgo Girly,5,2023-03-13 07:29:47,aga ribet masuk,positif
Latifah Apriliani,5,2023-03-16 02:16:59,,positif
Idaayu 1972,5,2023-04-05 02:48:15,trmksh mitra darat,positif
Hany Fatikasari,5,2024-03-30 01:06:16,,positif
Ahmad Nurohim,1,2023-03-13 14:28:11,ribet susah masuk,negatif
RAJA STB,1,2023-03-15 23:33:04,yahh,negatif
MUH HASIM,5,2023-03-16 02:37:19,moga sukses,positif
Erik Dicky,1,2023-03-25 03:03:58,bagus,negatif
FAKHRI RIZAL AZHAR,2,2024-09-17 11:47:52,delay live bus,negatif
Aspian Noor,4,2024-09-20 08:23:21,oke,positif
Antonius Calvin Marcelino Sianturi,5,2024-09-26 08:04:31,bagus,positif
Muhammad Mansur,5,2024-09-16 08:26:16,bantu,positif
Lutfi Endrian,5,2024-10-04 13:05:46,good,positif
Rony Wijaya,5,2024-09-27 06:04:05,good,positif
Sigit Pramana,5,2024-09-26 03:55:09,mitra darat,positif
Burhan Maulana Malik Ibrahim,5,2024-09-21 23:05:47,bagus,positif
rita chan,5,2024-10-03 01:05:29,keren banget,positif
Tiara Sandi Z S,5,2024-08-27 08:12:10,love,positif
indah lestari,4,2024-09-17 09:43:30,lumayan,positif
35 Zahra Amelia Putri,5,2024-09-09 09:16:08,muas,positif
Rizky âIqbalâ,1,2024-09-01 15:34:57,eror,negatif
Kokoh Rino Soerianto,5,2024-09-14 21:23:23,bagus,positif
Muhamad Alrizki,5,2024-08-31 04:45:32,ol,positif
andre putra .b,5,2024-08-23 00:47:28,bagus,positif
Yuriya Nugroho,5,2024-08-22 05:48:15,keren,positif
RommyFranky,5,2024-08-17 03:58:26,good app,positif
Whesly Pane,5,2024-08-16 08:03:54,ok,positif
ZAILANI ST,4,2024-08-19 07:24:45,akurat,positif
Siti Rahayu,4,2024-08-08 10:02:51,daftar khusus,positif
Renita Dinaroh,5,2024-07-21 02:22:31,aplikasi bantu,positif
Mia Aurellia,1,2024-08-02 05:40:27,akurat,negatif
Rini Wahyuni,5,2024-08-06 10:46:27,sippp,positif
Yusintha Handityo,5,2024-08-17 01:53:24,ok,positif
Mas Adi,5,2024-07-23 04:20:05,ok,positif
snilams PutriSayna,5,2024-08-08 01:43:23,keren,positif
Haruko aja123,5,2024-07-20 04:06:08,goood,positif
Bayu bams,5,2024-08-11 02:31:08,best,positif
Rahmi Yulita,5,2024-08-01 13:55:13,,positif
Amelia Ratnasari,5,2024-07-07 10:36:54,mantap keren,positif
Fathia Ziya,5,2024-08-08 08:04:20,bagusss,positif
edi ariadi,4,2024-07-01 08:43:30,good,positif
40C ErvianSMG,1,2024-07-01 18:31:52,bug,negatif
boy hendy yanto,5,2024-06-25 09:12:45,good apps,positif
Cv.alfadillah Ban,5,2024-06-11 07:20:16,bagus,positif
Adi Athus,5,2024-05-25 22:06:26,,positif
Maruf Doli,5,2024-05-22 14:11:14,real time trackingnya mantap,positif
I Nyoman Angga Sempana,5,2024-05-04 13:07:13,mantap,positif
Rit Harwanto,5,2024-05-06 04:05:43,akurat,positif
Purwoko,5,2024-03-08 09:46:49,aplikasi iki wes neng hp ku suwe daftar mudik gratisdurung olehmugo wae iki ono tambah quota,positif
Sarkun sholihun,1,2024-03-15 02:14:34,loding susah,negatif
Hery Prasetya,1,2024-03-10 00:23:06,aplikasi gembel,negatif
achmad muchlis rusdiyanto,4,2024-03-30 02:03:05,cepatkomplit,positif
Erfan Rifaldi,5,2024-03-08 09:40:43,good fast,positif
NGEP NGEP,5,2024-03-06 05:47:42,apk bantu,positif
Ras Simin,4,2024-03-12 01:26:33,lumyang ngelek,positif
wahyu gigikita,4,2024-03-15 02:41:23,calo,positif
Muhammad Fadnin,4,2024-03-29 22:05:57,ist debestt,positif
Azki Nurul Fajri,5,2024-03-13 01:48:17,mantapp,positif
Damar maulana Hafidh,3,2024-03-07 01:05:59,baik,negatif
Eva Yanti,5,2024-04-06 03:12:23,simplemembantu,positif
Zainal Abidin,1,2024-03-17 05:57:50,gak jellassz,negatif
eko purnomo,1,2024-03-06 05:11:27,aplikasi eror,negatif
Mt Wahyudi,1,2024-03-29 14:56:50,apiikasinya ngeblank,negatif
Batra Lisius,1,2024-03-21 08:31:58,kendala,negatif
Hadhy Suwarno,1,2024-03-13 15:00:00,susah login,negatif
Pengguna Google,1,2024-03-17 09:54:23,gak,negatif
Rahmat Aditiawan,2,2024-03-08 01:24:21,bagus,negatif
Panji Sukma,2,2024-03-14 07:56:16,gak,negatif
Pak Ikhsan,5,2024-03-07 13:24:02,blom daftae,positif
diffadiffo aljabar difa,5,2024-03-31 03:24:33,  ,positif
SURYO ARKAN,1,2024-03-06 05:08:28,raguna,negatif
nanang Igirianto,1,2024-03-18 02:55:10,lelet,negatif
Kukuh Boy,1,2024-03-10 03:33:50,good,negatif
randiansyah yudhistira,1,2024-03-20 10:47:23,payah,negatif
Angga Eko Ardianto,2,2024-03-08 01:07:09,buruk,negatif
saeful mukti,5,2024-03-11 01:03:04,keren,positif
Neneng Sulikah,5,2024-03-06 05:46:46,ok,positif
Aisahtur Rachmah,5,2024-03-30 01:26:24,nice,positif
Mas Ed,5,2024-03-09 01:11:51,alhamdulillah,positif
mas yulianto,5,2024-03-30 01:23:55,ok,positif
Ontel Grab,5,2024-03-10 02:43:02,mantap,positif
Wr.idsari Wiraraja,5,2024-03-08 06:45:24,best,positif
paramita kartika,5,2024-03-30 01:46:09,keren,positif
Afit Yunanto,5,2024-03-10 01:27:34,terimakasih,positif
Desy Aryani,5,2024-04-02 01:20:40,mantap,positif
Lis Setyaningsih,5,2024-03-07 01:05:36,kereeennn,positif
Calon Nyutuberss,5,2024-03-13 05:20:58,bagus,positif
toink cassanova,5,2024-03-11 14:51:25,mntap,positif
Bagus Akhfriyansah,5,2024-03-08 01:03:12,,positif
Iswannandi Safirdi,5,2024-03-07 03:53:50,mantap,positif
Beni Musalim,5,2024-03-30 01:42:55,ok,positif
Isa Indah Vian,5,2024-03-09 02:28:25,puas,positif
2011 64 - Jagad enjang aryseno,5,2024-03-07 01:05:27,bagus,positif
DIEGO,5,2024-04-20 03:51:35,mantap,positif
Endang Fujiati,5,2024-03-30 01:28:10,mantap,positif
Mulan Cahyani,5,2024-03-15 02:25:45,,positif
Imam Buhori,5,2024-03-30 01:25:10,mantaaap,positif
Taufik Syahbani,5,2024-03-06 05:46:09,mantal,positif
Kuat Riyadi,5,2024-03-07 10:13:12,mantap,positif
WayaheWayaheee Official,5,2024-03-06 05:50:01,mantap,positif
slamet widodo,5,2024-03-14 01:02:39,mantap,positif
TRIAJI QOWIM MANSUR,5,2024-03-30 01:26:24,ok,positif
noer Rochim,5,2024-03-30 01:07:24,jos,positif
Maple Latte,5,2024-03-11 01:05:36,makasihhhh,positif
Ipungindra Indra,5,2024-03-30 01:15:08,mantap,positif
Rudy Setyawan,5,2024-03-10 03:28:44,oke,positif
Adi Susanto,5,2024-03-15 01:01:08,mantap,positif
salis walidi123,5,2024-03-30 01:29:54,bagus,positif
ca' qirun,5,2024-03-06 05:52:33,good,positif
anggi debiani pratiwi,5,2024-03-08 01:03:07,mantap,positif
Fa Zila,5,2024-03-06 07:27:17,mantap,positif
Ogut Luckkey,5,2024-04-02 12:19:53,mantap,positif
SANTOS,5,2024-03-07 00:35:17,ok,positif
Muhammad Hanip80,5,2024-03-06 07:56:40,bantu,positif
Tegar Andryanto,5,2024-03-14 01:03:32,good,positif
Abd Karim,5,2024-04-19 06:08:41,good,positif
Auzura Qothrunnida,5,2024-04-02 01:23:15,alhamdulillah,positif
Qia Magetan,5,2024-03-06 05:56:34,trimakasih,positif
Kurnia Hariawan,5,2024-03-08 01:11:12,nantab,positif
Yudi Nugroho,5,2024-03-07 01:03:02,mantap,positif
Toni Untoro,5,2024-03-08 01:15:31,,positif
farid bagas,5,2024-03-06 05:52:13,ok,positif
agus amongjiwo,5,2024-03-06 00:58:00,sukses,positif
Siti Hasanah,5,2024-03-30 01:11:13,ok,positif
Handi Subekti,5,2024-04-02 01:22:09,good,positif
Ika Oktaviani,5,2024-03-06 05:50:08,bagus,positif
ahmad solikin,5,2024-03-06 05:50:01,jos,positif
Iqbal Matraman,5,2024-03-10 01:38:15,puas,positif
Hena Suhentarsih,5,2024-03-06 05:51:34,bagus,positif
Addhe Gustandi,5,2024-03-30 01:06:05,mantap,positif
Slamet Eko Pamuji,5,2024-03-12 01:08:17,bagus,positif
Syauqi Syauqi,5,2024-03-30 01:42:51,,positif
Sulaiman Al,5,2024-03-05 01:36:24,mantap,positif
Riska Nur,5,2024-03-10 02:43:26,bagus,positif
Review Kita,5,2024-03-11 01:04:48,makasih,positif
Keyla Gemini,5,2024-03-10 01:27:20,muas,positif
arif wicaksono,5,2024-03-06 05:27:08,mantap,positif
gunawan student,5,2024-03-14 01:02:40,good,positif
Siti Khanifah,5,2024-03-12 01:01:34,mantap,positif
Dwi Haryanti Sastro,5,2024-03-07 01:04:52,bagus,positif
Harnu Saefulloh,5,2024-03-30 01:31:25,bgus,positif
Ondaq Prihantoro,5,2024-03-10 07:29:54,manfaat,positif
AGUS ANWARI,5,2024-03-06 05:48:47,mantap,positif
Toha Muslimin,5,2024-03-13 03:42:33,oke,positif
Muhammad Syaiful ma'rif,5,2024-04-18 06:12:22,mantap,positif
emi sumayah,5,2024-03-13 05:17:33,mksih,positif
Andri Apriyanto,5,2024-03-26 07:17:10,mantap,positif
Emon Hijau,5,2024-03-07 01:08:46,ok,positif
Ahda Channel,5,2024-03-07 01:06:54,good,positif
Tori Din,5,2024-04-02 01:22:13,okk,positif
joko triyono,5,2024-03-10 06:46:01,mantap,positif
Endro Widodo,5,2024-03-09 03:25:35,mantap,positif
arman rizki,5,2024-03-30 03:20:36,top,positif
Khis Bullohh,5,2024-03-07 06:04:38,,positif
Yono Bejo,5,2024-03-10 21:45:28,mantap,positif
Senko Gomo,5,2024-03-07 04:39:39,done,positif
Otw bulann Yoo,5,2024-04-05 16:35:15,mantap,positif
Edo Prasetyo Nugroho,5,2024-03-06 05:50:36,ok,positif
Reza Padilah,5,2024-03-30 01:17:32,ok,positif
Fandi Orianto,5,2024-03-30 01:10:05,bagus,positif
Amanah Techno Labs,5,2024-03-09 01:17:21,mantap,positif
Zubaidi,5,2024-03-13 05:22:20,mantap,positif
Lekc Joko,5,2024-03-06 05:48:31,mantap,positif
Jumrah Aza,5,2024-03-22 03:23:10,,positif
Onthelis Cilik,5,2024-03-15 02:20:42,aplikasi bagus,positif
Andi CahyoRamadon,5,2024-03-12 01:33:46,bagus bangettt,positif
mudi mahmudi,5,2024-03-29 23:10:59,ok good,positif
hidayat hedi,5,2024-03-06 05:48:56,makasiii bangeeet,positif
Agung Ganteng,5,2024-03-06 05:51:14,bahagia,positif
Azanah Cantik,5,2024-03-06 05:51:16,bagus,positif
Teguh Sulaksono,5,2024-03-16 04:30:26,,positif
Rani Sofyanah,5,2024-03-06 05:59:12,,positif
Moh Zaenudin,5,2024-03-30 01:55:35,mbantu,positif
Dafa Khoirul Azzam,5,2024-03-06 03:27:33,bantu,positif
OTOGROUND CHANNEL,5,2024-03-08 09:41:36,ok good,positif
Ali makmun Mashuri,5,2024-03-30 01:27:45,bagus,positif
Alif Tristanto,5,2024-03-30 01:43:49,bagus,positif
Fartogi Lee,5,2024-03-30 01:47:25,ok bangat,positif
Anton Kurniawan,5,2024-03-11 00:53:19,info update,positif
Sugi Yono,5,2024-03-08 03:38:02,mudik gratis,positif
Iwan Tasripin,5,2024-03-11 16:46:08,,positif
ulia uli,5,2024-03-30 01:25:52,,positif
Widia Wati,5,2024-03-05 05:55:36,,positif
Yuli Ani,5,2024-03-10 09:52:13,,positif
SLEBEW,5,2024-03-06 10:30:37,,positif
Neni Yuliana,4,2024-03-13 05:14:48,lumayan,positif
Mr. Prieyan,3,2024-03-06 10:11:11,koneksiny susah,negatif
Ryo Fiduri,1,2024-03-10 01:23:00,lemotttttt,negatif
Rafli Andrean,2,2024-02-29 22:09:27,lot gais,negatif
Van sya Chanel,5,2024-03-07 01:03:40,ok,positif
Harry Puspanda,5,2024-03-06 05:47:04,mantab,positif
Mustareh,5,2024-03-06 15:50:44,mantap,positif
Akhmad Solikan,5,2024-03-04 07:20:30,sippp,positif
khino my,5,2024-03-02 03:16:33,ok,positif
Lukmi Anggra,5,2024-03-07 01:04:02,oke,positif
Aan Yulian Wibisono,5,2024-03-10 01:28:03,oke,positif
Eko Adi purnomo,5,2024-03-06 05:57:04,mantap,positif
Andri Johan,5,2024-03-06 05:47:04,bismillah,positif
ahmad fauzan,5,2024-03-06 09:54:17,bagus,positif
Adib Masrukhan,5,2024-03-06 14:40:15,ok mantap,positif
Saor manullang,5,2024-03-19 13:27:01,oke gas oke gas,positif
Ardian Yulianto,5,2024-03-04 18:01:22,top bgt,positif
Suyanto Najibmk,5,2024-03-06 00:46:20,top pokok,positif
Bayu Aji hidayat,5,2024-02-29 10:57:48,yo,positif
Soni,5,2024-03-03 22:59:17,bagus,positif
Nasim Mgg,5,2024-03-05 12:49:59,,positif
wahyu aprianto,5,2024-02-25 09:06:06,mantap,positif
Abhyasa Wira Firstiriandaru,5,2024-02-19 06:16:54,oke,positif
Heni Bhudiarti,5,2024-02-26 15:57:41,mantap,positif
pitaloka diah,5,2024-01-31 11:15:41,tracking bus akurat ,positif
Rifky Irwansyah,5,2024-01-09 11:18:43,akurat live track,positif
Buprali. Net (LIMBONG),5,2024-01-04 13:55:36,mantab paman,positif
Azzani Putriawan,5,2023-12-30 11:14:39,mantab paman,positif
Napek odien,4,2023-12-19 10:06:09,mantap,positif
Sendi Susanto,5,2023-12-20 14:25:48,mantap trimakasih,positif
Iis,5,2023-12-16 04:34:24,mantapp,positif
Heru Poernomo,5,2023-12-17 04:25:54,oke,positif
is kandar,5,2023-12-16 21:50:25,jos,positif
Harold Situmorang,5,2023-12-14 11:44:42,excelent,positif
Khusnul Mubarok,5,2023-12-16 12:12:18,bagus,positif
Idris Velina,5,2023-12-16 05:31:03,bagus,positif
fitra 88,5,2023-12-20 06:59:37,mantap,positif
Andika Pujiono,5,2023-12-17 01:18:10,aplikasi top,positif
dap 20,5,2023-12-14 10:58:37,makasih,positif
Kaisar Ramadan,5,2023-12-09 02:22:57,amtap,positif
Siceleng Daribuahantu,5,2023-12-09 06:30:31,bagus,positif
Anton Sujarwo,5,2023-12-09 02:45:22,mantab,positif
Dwi Prasetyono,5,2023-12-08 01:08:40,ok,positif
Sugi Yono,5,2023-12-08 08:43:40,bagus,positif
Syahrul Mubarrok,5,2023-12-09 10:35:13,mantap,positif
Coy Coy,5,2023-12-08 04:12:15,mantap ,positif
Dwi Poerwanti,5,2023-12-10 14:36:16,good job,positif
Wirda Ningsih,5,2023-12-10 10:40:24,ok banget,positif
Aby Naufal,5,2023-12-07 02:46:06,,positif
gagah firdaus,5,2023-12-10 08:35:15,bagus banget,positif
Iswanto Wanto,5,2023-12-16 15:20:37,terima kasih,positif
Ayu Yulinar Dwianti,5,2023-12-10 02:54:32,,positif
Basuki Abazz,5,2023-12-06 01:06:33,good,positif
DONY ROMDANI,5,2023-12-05 05:07:54,,positif
Keisha Anindya,5,2023-12-06 03:47:21,mantap,positif
muhamad amin,5,2023-12-05 04:09:48,mantap,positif
Eka arif,5,2023-12-05 05:13:54,mantap,positif
maraya fadhilla,1,2023-04-19 18:33:24,min ad terminal jombang lo tlg min sm terminal gresik min ad lo min tlg baik lg min,negatif
S P,1,2023-04-13 04:08:13,gak,negatif
nila Wati,1,2023-04-19 16:16:35,bagus,negatif
Melva Putri,5,2023-04-19 09:03:51,mantap,positif
TEMOK BLORA93,5,2023-04-13 10:46:31,ok,positif
Dev Zeroun,5,2023-04-14 06:00:22,useful,positif
agung Handoyo,5,2023-04-12 11:37:50,jos,positif
Hartono Lahut,1,2023-03-13 07:11:05,servenya sring http failed please try gitu aja,negatif
Play With Haiqal & Salma,3,2023-03-13 08:30:24,hallo sdh fownload tp ga bs log yaaa min,negatif
Desy Ocvira Sari,3,2023-03-13 07:25:28,ngga masuk ya baca http failed please try,negatif
RIDER 150 Motovlog,1,2023-03-13 13:25:35,bug nya  wifi data bagus time time try again,negatif
Junias Sunarto,2,2023-03-13 12:29:40,apk error loading mulugimana daftar,negatif
vie arini,2,2023-03-13 10:23:35,blm login https feaild please try trus,negatif
Tiyo Nugroho,1,2023-03-13 08:50:02,http failedplease try agains gagal,negatif
Vireta Syahreza,3,2023-03-13 07:25:56,knp gabisa log,negatif
ade sutrimo,5,2023-03-13 08:25:45,http failed please try gagal maning gagal maning si kepriwe kie kang inyong arep daftar,positif
Sandy Tri Atmaja,3,2023-03-13 07:27:37,aplikasiny eror solusiny,negatif
Vian Wijaya,1,2023-03-14 09:29:08,tiket wes entek lurr,negatif
DEWI NURAINI,1,2023-03-26 16:42:43,min ko ga login ya,negatif
ari yanto,1,2023-03-13 09:08:26,maw login http fail,negatif
Sobi Wandra,3,2023-03-13 08:42:35,apk ny eror min,negatif
dodot modot,2,2023-03-13 07:40:54,ga log http failed trus,negatif
Fitri Nugraheni,3,2023-03-13 06:18:22,failed trslemot,negatif
Hilman Ardianta,1,2023-03-13 07:25:57,login aja failed mulu,negatif
Hasto Saparjo,1,2023-03-13 10:44:27,hadeh tenanan ora iki,negatif
ANDI MULYATNO,2,2023-03-13 08:33:47,bs login min,negatif
Rizki Oktavana,2,2023-03-13 10:01:43,login gagal failed,negatif
Alex Johnson,1,2023-03-13 10:48:05,https faildckkk,negatif
Muhammad Sidiq,4,2023-03-13 08:33:34,failed trus,positif
Linda Amelia,3,2023-03-13 07:39:54,http failed,negatif
Naturi Saleh,5,2023-03-13 07:30:38,terimakasih alhamdulillah ,positif
Mar Dono,1,2023-03-12 14:09:48,ga log,negatif
Ghulam Al Mukhlisin TM,1,2023-03-13 07:48:58,apk jls,negatif
aisyah kurniawati,5,2023-03-16 04:11:44,fast respon mantav,positif
Septa Riani,5,2023-03-27 05:13:25,terimakasih mitradarat best,positif
Sunardi Nardi,4,2023-03-27 05:36:52,top,positif
Epol Wibowo,4,2023-03-13 07:17:48,bagus,positif
Wahyu Setiawan,4,2023-03-13 11:26:31,terimakasih,positif
Intan Nurcahyani,4,2023-03-18 04:00:34,terimakasih,positif
Mul Yanto,4,2023-03-27 05:58:45,jos,positif
Alimansyur Harahap,4,2023-04-01 06:54:16,okok aja,positif
Alimi Ridho,3,2023-03-28 09:01:56,mantaps,negatif
Hartika Dwi,3,2023-03-13 12:55:05,ok,negatif
Budi Kurniawan,5,2023-03-16 01:16:31,terima kasih,positif
bayu seto,3,2023-03-13 10:22:00,http failed,negatif
Slamet Sugiharto,1,2023-03-23 06:16:48,tdk respon,negatif
Arya Mahardika,1,2023-03-13 08:28:31,failed,negatif
yessy na,1,2023-03-13 07:05:08,failed teruss,negatif
Miss Yatmila,1,2023-03-13 08:26:53,erorrrr,negatif
Burhan Boerhany,1,2023-03-13 06:06:27,eror mulu,negatif
Purwanto Purwanto,1,2023-03-13 11:05:53,gak sempurna,negatif
Anita Ita,1,2023-03-13 16:37:11,kecewa,negatif
Kecapi,1,2023-03-22 01:53:31,lot,negatif
Ahmad Faozi,5,2023-03-15 02:24:58,ok,positif
Abrizam Fairel,5,2023-03-13 09:34:11,mantap,positif
Dheca raya murgana murgana,5,2023-03-13 09:14:46,mantap,positif
Mulyani Mulyani,5,2023-03-27 05:38:11,bagus,positif
Masjopi Jopi,5,2023-03-13 13:31:31,semogd,positif
sutaryono,5,2023-03-29 03:30:49,ok,positif
Ghoni Magviroh,5,2023-03-19 08:24:41,bagus,positif
Muhammad Affan S,5,2023-03-13 09:23:23,mantap,positif
Agung Cess,5,2023-03-27 05:24:06,jossss,positif
woka woka,5,2023-03-29 02:49:01,ok,positif
Rizal Permadi,5,2023-03-13 06:26:47,ok,positif
Kinanthi Hayuning,5,2023-03-27 06:41:03,simpel,positif
Agus Prayitno,5,2023-03-13 07:27:18,good,positif
Mayya Handayani,5,2023-03-13 09:44:18,mantap,positif
handy maryanto,5,2023-03-17 04:16:03,mantab,positif
Widy Widyaksono,5,2023-03-18 03:06:58,good,positif
Zahra AnisyaTurrahma,5,2023-03-15 04:38:08,terimakasih,positif
Zulkifly Basumbul,5,2023-04-12 03:48:00,mantaaap,positif
Erma Yuniarti,5,2023-03-28 02:35:01,good,positif
Jihan Sholih,5,2023-03-14 02:41:41,good,positif
Orlin Avanty,5,2023-03-13 07:14:28,bagus,positif
Sarni Sarni,5,2023-03-13 07:26:58,pelayananbagus,positif
EDDY TYO,5,2023-03-19 02:09:37,mantullll,positif
Muhammad Tolut,5,2023-03-18 04:51:14,mantap,positif
Nur Afifah,5,2023-03-13 07:10:59,bagus,positif
faisaltravego,5,2023-03-17 01:41:30,mantap,positif
Sulis Ekoprasetyo,5,2023-03-13 09:02:01,bagus,positif
Mohammad Dahono,5,2023-03-13 08:35:22,oke,positif
Arief Susanto,5,2023-04-01 06:22:35,good,positif
chanel ki djoko,5,2023-03-13 08:53:02,bagus,positif
RULI SEPTA PURNAMA,5,2023-03-12 23:53:42,mantap,positif
Rita Deli68,5,2023-03-13 05:10:05,terimakasih,positif
eko arusaputro aji,5,2023-03-27 05:31:44,bagus,positif
Feryanto Wahyu,5,2023-03-13 11:31:43,bagus,positif
Ika Faradella Andyana,5,2023-03-15 02:09:03,mantap,positif
raissa alodia,5,2023-03-13 08:25:51,good,positif
Anna Septiani,5,2023-03-28 02:41:08,bagus,positif
pas mantafff,5,2023-03-15 03:02:51,mantaff,positif
ramadhan ârmdnâ suaidy,5,2023-03-25 15:48:13,mantaf,positif
Trisha Widyastuti,5,2023-03-15 13:45:52,good,positif
Ponirah Rah,5,2023-03-19 07:54:14,bagus,positif
nurul huda,5,2023-03-27 05:22:25,mantap,positif
Jimmy Frazelly,5,2023-04-12 08:14:03,ok,positif
Kus Nandar,5,2023-03-13 07:22:09,ok,positif
muh bikun,5,2023-04-12 05:42:48,,positif
ê§AYUDI HENDRIYANAê§,5,2023-03-13 05:58:15,oke,positif
Anita DK channel,5,2023-03-18 04:54:14,baguss,positif
Sugeng Priyono,5,2023-04-13 07:15:21,ok,positif
budi alwuno,5,2023-03-30 05:24:59,mantap,positif
Pe Terr,5,2023-03-13 10:07:39,ok,positif
Imam Turmudi,5,2023-03-15 00:58:48,mantap,positif
riangel angel,5,2023-03-13 08:24:23,good,positif
Arif Nurhidayat,5,2023-03-20 02:07:12,bagus,positif
Nurul Umi,5,2023-03-18 02:24:06,,positif
Dhani Prakoso,5,2023-03-19 07:31:30,good,positif
Bebek H. Slamet Kemang,5,2023-03-19 03:32:03,mantululll,positif
Roosye Anggita,5,2023-03-13 10:02:26,ok,positif
Hasan Via,5,2023-03-13 02:24:10,oke,positif
Priyo wijayanto,5,2023-03-13 06:52:42,mantap,positif
Khoirunisa chira ramadani,5,2023-03-15 02:43:08,terimakasih,positif
M. Dean Arsya,5,2023-03-15 07:23:45,mantab,positif
Eko Daryanto,5,2023-03-13 07:52:50,mantab,positif
Wildan Assabi,5,2023-03-13 21:00:23,mantap,positif
Romadoni 91,5,2023-03-15 08:03:41,cool,positif
Jangkung channel,5,2023-03-13 13:00:49,bagus,positif
