userName,score,at,content
toink cassanova,5,2024-03-11 14:51:25,mntap
Bagus Akhfriyansah,5,2024-03-08 01:03:12,
Iswannandi Safirdi,5,2024-03-07 03:53:50,mantap
Beni Musalim,5,2024-03-30 01:42:55,ok
Isa Indah Vian,5,2024-03-09 02:28:25,puas
2011 64 - Jagad enjang aryseno,5,2024-03-07 01:05:27,bagus
DIEGO,5,2024-04-20 03:51:35,mantap
Endang Fujiati,5,2024-03-30 01:28:10,mantap
Mulan Cahyani,5,2024-03-15 02:25:45,
Imam Buhori,5,2024-03-30 01:25:10,mantaaap
Taufik Syahbani,5,2024-03-06 05:46:09,mantal
Kuat Riyadi,5,2024-03-07 10:13:12,mantap
WayaheWayaheee Official,5,2024-03-06 05:50:01,mantap
slamet widodo,5,2024-03-14 01:02:39,mantap
TRIAJI QOWIM MANSUR,5,2024-03-30 01:26:24,ok
noer Rochim,5,2024-03-30 01:07:24,jos
Maple Latte,5,2024-03-11 01:05:36,makasihhhh
Ipungindra Indra,5,2024-03-30 01:15:08,mantap
Rudy Setyawan,5,2024-03-10 03:28:44,oke
Adi Susanto,5,2024-03-15 01:01:08,mantap
salis walidi123,5,2024-03-30 01:29:54,bagus
ca' qirun,5,2024-03-06 05:52:33,good
anggi debiani pratiwi,5,2024-03-08 01:03:07,mantap
Fa Zila,5,2024-03-06 07:27:17,mantap
Ogut Luckkey,5,2024-04-02 12:19:53,mantap
SANTOS,5,2024-03-07 00:35:17,ok
Muhammad Hanip80,5,2024-03-06 07:56:40,bantu
Tegar Andryanto,5,2024-03-14 01:03:32,good
Abd Karim,5,2024-04-19 06:08:41,good
Auzura Qothrunnida,5,2024-04-02 01:23:15,alhamdulillah
Qia Magetan,5,2024-03-06 05:56:34,trimakasih
Kurnia Hariawan,5,2024-03-08 01:11:12,nantab
Yudi Nugroho,5,2024-03-07 01:03:02,mantap
Toni Untoro,5,2024-03-08 01:15:31,
farid bagas,5,2024-03-06 05:52:13,ok
agus amongjiwo,5,2024-03-06 00:58:00,sukses
Siti Hasanah,5,2024-03-30 01:11:13,ok
Handi Subekti,5,2024-04-02 01:22:09,good
Ika Oktaviani,5,2024-03-06 05:50:08,bagus
ahmad solikin,5,2024-03-06 05:50:01,jos
Iqbal Matraman,5,2024-03-10 01:38:15,puas
Hena Suhentarsih,5,2024-03-06 05:51:34,bagus
Addhe Gustandi,5,2024-03-30 01:06:05,mantap
Slamet Eko Pamuji,5,2024-03-12 01:08:17,bagus
Syauqi Syauqi,5,2024-03-30 01:42:51,
Sulaiman Al,5,2024-03-05 01:36:24,mantap
Riska Nur,5,2024-03-10 02:43:26,bagus
Review Kita,5,2024-03-11 01:04:48,makasih
Keyla Gemini,5,2024-03-10 01:27:20,muas
arif wicaksono,5,2024-03-06 05:27:08,mantap
gunawan student,5,2024-03-14 01:02:40,good
Siti Khanifah,5,2024-03-12 01:01:34,mantap
Dwi Haryanti Sastro,5,2024-03-07 01:04:52,bagus
Harnu Saefulloh,5,2024-03-30 01:31:25,bgus
Ondaq Prihantoro,5,2024-03-10 07:29:54,manfaat
AGUS ANWARI,5,2024-03-06 05:48:47,mantap
Toha Muslimin,5,2024-03-13 03:42:33,oke
Muhammad Syaiful ma'rif,5,2024-04-18 06:12:22,mantap
emi sumayah,5,2024-03-13 05:17:33,mksih
Andri Apriyanto,5,2024-03-26 07:17:10,mantap
Emon Hijau,5,2024-03-07 01:08:46,ok
Ahda Channel,5,2024-03-07 01:06:54,good
Tori Din,5,2024-04-02 01:22:13,okk
joko triyono,5,2024-03-10 06:46:01,mantap
Endro Widodo,5,2024-03-09 03:25:35,mantap
arman rizki,5,2024-03-30 03:20:36,top
Khis Bullohh,5,2024-03-07 06:04:38,
Yono Bejo,5,2024-03-10 21:45:28,mantap
Senko Gomo,5,2024-03-07 04:39:39,done
Otw bulann Yoo,5,2024-04-05 16:35:15,mantap
Edo Prasetyo Nugroho,5,2024-03-06 05:50:36,ok
Reza Padilah,5,2024-03-30 01:17:32,ok
Fandi Orianto,5,2024-03-30 01:10:05,bagus
Amanah Techno Labs,5,2024-03-09 01:17:21,mantap
Zubaidi,5,2024-03-13 05:22:20,mantap
Lekc Joko,5,2024-03-06 05:48:31,mantap
Jumrah Aza,5,2024-03-22 03:23:10,
Onthelis Cilik,5,2024-03-15 02:20:42,aplikasi bagus
Andi CahyoRamadon,5,2024-03-12 01:33:46,bagus bangettt
mudi mahmudi,5,2024-03-29 23:10:59,ok good
hidayat hedi,5,2024-03-06 05:48:56,makasiii bangeeet
Agung Ganteng,5,2024-03-06 05:51:14,bahagia
Azanah Cantik,5,2024-03-06 05:51:16,bagus
Teguh Sulaksono,5,2024-03-16 04:30:26,
Rani Sofyanah,5,2024-03-06 05:59:12,
Moh Zaenudin,5,2024-03-30 01:55:35,mbantu
Dafa Khoirul Azzam,5,2024-03-06 03:27:33,bantu
OTOGROUND CHANNEL,5,2024-03-08 09:41:36,ok good
Ali makmun Mashuri,5,2024-03-30 01:27:45,bagus
Alif Tristanto,5,2024-03-30 01:43:49,bagus
Fartogi Lee,5,2024-03-30 01:47:25,ok bangat
Anton Kurniawan,5,2024-03-11 00:53:19,info update
Sugi Yono,5,2024-03-08 03:38:02,mudik gratis
Iwan Tasripin,5,2024-03-11 16:46:08,
ulia uli,5,2024-03-30 01:25:52,
Widia Wati,5,2024-03-05 05:55:36,
Yuli Ani,5,2024-03-10 09:52:13,
SLEBEW,5,2024-03-06 10:30:37,
Neni Yuliana,4,2024-03-13 05:14:48,lumayan
Mr. Prieyan,3,2024-03-06 10:11:11,koneksiny susah
Ryo Fiduri,1,2024-03-10 01:23:00,lemotttttt
Rafli Andrean,2,2024-02-29 22:09:27,lot gais
Van sya Chanel,5,2024-03-07 01:03:40,ok
Harry Puspanda,5,2024-03-06 05:47:04,mantab
Mustareh,5,2024-03-06 15:50:44,mantap
Akhmad Solikan,5,2024-03-04 07:20:30,sippp
khino my,5,2024-03-02 03:16:33,ok
Lukmi Anggra,5,2024-03-07 01:04:02,oke
Aan Yulian Wibisono,5,2024-03-10 01:28:03,oke
Eko Adi purnomo,5,2024-03-06 05:57:04,mantap
Andri Johan,5,2024-03-06 05:47:04,bismillah
ahmad fauzan,5,2024-03-06 09:54:17,bagus
Adib Masrukhan,5,2024-03-06 14:40:15,ok mantap
Saor manullang,5,2024-03-19 13:27:01,oke gas oke gas
Ardian Yulianto,5,2024-03-04 18:01:22,top bgt
Suyanto Najibmk,5,2024-03-06 00:46:20,top pokok
Bayu Aji hidayat,5,2024-02-29 10:57:48,yo
Soni,5,2024-03-03 22:59:17,bagus
Nasim Mgg,5,2024-03-05 12:49:59,
wahyu aprianto,5,2024-02-25 09:06:06,mantap
Abhyasa Wira Firstiriandaru,5,2024-02-19 06:16:54,oke
Heni Bhudiarti,5,2024-02-26 15:57:41,mantap
pitaloka diah,5,2024-01-31 11:15:41,tracking bus akurat 
Rifky Irwansyah,5,2024-01-09 11:18:43,akurat live track
Buprali. Net (LIMBONG),5,2024-01-04 13:55:36,mantab paman
Azzani Putriawan,5,2023-12-30 11:14:39,mantab paman
Napek odien,4,2023-12-19 10:06:09,mantap
Sendi Susanto,5,2023-12-20 14:25:48,mantap trimakasih
Iis,5,2023-12-16 04:34:24,mantapp
Heru Poernomo,5,2023-12-17 04:25:54,oke
is kandar,5,2023-12-16 21:50:25,jos
Harold Situmorang,5,2023-12-14 11:44:42,excelent
Khusnul Mubarok,5,2023-12-16 12:12:18,bagus
Idris Velina,5,2023-12-16 05:31:03,bagus
fitra 88,5,2023-12-20 06:59:37,mantap
Andika Pujiono,5,2023-12-17 01:18:10,aplikasi top
dap 20,5,2023-12-14 10:58:37,makasih
Kaisar Ramadan,5,2023-12-09 02:22:57,amtap
Siceleng Daribuahantu,5,2023-12-09 06:30:31,bagus
Anton Sujarwo,5,2023-12-09 02:45:22,mantab
Dwi Prasetyono,5,2023-12-08 01:08:40,ok
Sugi Yono,5,2023-12-08 08:43:40,bagus
Syahrul Mubarrok,5,2023-12-09 10:35:13,mantap
Coy Coy,5,2023-12-08 04:12:15,mantap 
Dwi Poerwanti,5,2023-12-10 14:36:16,good job
Wirda Ningsih,5,2023-12-10 10:40:24,ok banget
Aby Naufal,5,2023-12-07 02:46:06,
gagah firdaus,5,2023-12-10 08:35:15,bagus banget
Iswanto Wanto,5,2023-12-16 15:20:37,terima kasih
Ayu Yulinar Dwianti,5,2023-12-10 02:54:32,
Basuki Abazz,5,2023-12-06 01:06:33,good
DONY ROMDANI,5,2023-12-05 05:07:54,
Keisha Anindya,5,2023-12-06 03:47:21,mantap
muhamad amin,5,2023-12-05 04:09:48,mantap
Eka arif,5,2023-12-05 05:13:54,mantap
maraya fadhilla,1,2023-04-19 18:33:24,min ad terminal jombang lo tlg min sm terminal gresik min ad lo min tlg baik lg min
S P,1,2023-04-13 04:08:13,gak
nila Wati,1,2023-04-19 16:16:35,bagus
Melva Putri,5,2023-04-19 09:03:51,mantap
TEMOK BLORA93,5,2023-04-13 10:46:31,ok
Dev Zeroun,5,2023-04-14 06:00:22,useful
agung Handoyo,5,2023-04-12 11:37:50,jos
Hartono Lahut,1,2023-03-13 07:11:05,servenya sring http failed please try gitu aja
Play With Haiqal & Salma,3,2023-03-13 08:30:24,hallo sdh fownload tp ga bs log yaaa min
Desy Ocvira Sari,3,2023-03-13 07:25:28,ngga masuk ya baca http failed please try
RIDER 150 Motovlog,1,2023-03-13 13:25:35,bug nya  wifi data bagus time time try again
Junias Sunarto,2,2023-03-13 12:29:40,apk error loading mulugimana daftar
vie arini,2,2023-03-13 10:23:35,blm login https feaild please try trus
Tiyo Nugroho,1,2023-03-13 08:50:02,http failedplease try agains gagal
Vireta Syahreza,3,2023-03-13 07:25:56,knp gabisa log
ade sutrimo,5,2023-03-13 08:25:45,http failed please try gagal maning gagal maning si kepriwe kie kang inyong arep daftar
Sandy Tri Atmaja,3,2023-03-13 07:27:37,aplikasiny eror solusiny
Vian Wijaya,1,2023-03-14 09:29:08,tiket wes entek lurr
DEWI NURAINI,1,2023-03-26 16:42:43,min ko ga login ya
ari yanto,1,2023-03-13 09:08:26,maw login http fail
Sobi Wandra,3,2023-03-13 08:42:35,apk ny eror min
dodot modot,2,2023-03-13 07:40:54,ga log http failed trus
Fitri Nugraheni,3,2023-03-13 06:18:22,failed trslemot
Hilman Ardianta,1,2023-03-13 07:25:57,login aja failed mulu
Hasto Saparjo,1,2023-03-13 10:44:27,hadeh tenanan ora iki
ANDI MULYATNO,2,2023-03-13 08:33:47,bs login min
Rizki Oktavana,2,2023-03-13 10:01:43,login gagal failed
Alex Johnson,1,2023-03-13 10:48:05,https faildckkk
Muhammad Sidiq,4,2023-03-13 08:33:34,failed trus
Linda Amelia,3,2023-03-13 07:39:54,http failed
Naturi Saleh,5,2023-03-13 07:30:38,terimakasih alhamdulillah 
Mar Dono,1,2023-03-12 14:09:48,ga log
Ghulam Al Mukhlisin TM,1,2023-03-13 07:48:58,apk jls
aisyah kurniawati,5,2023-03-16 04:11:44,fast respon mantav
Septa Riani,5,2023-03-27 05:13:25,terimakasih mitradarat best
Sunardi Nardi,4,2023-03-27 05:36:52,top
Epol Wibowo,4,2023-03-13 07:17:48,bagus
Wahyu Setiawan,4,2023-03-13 11:26:31,terimakasih
Intan Nurcahyani,4,2023-03-18 04:00:34,terimakasih
Mul Yanto,4,2023-03-27 05:58:45,jos
Alimansyur Harahap,4,2023-04-01 06:54:16,okok aja
Alimi Ridho,3,2023-03-28 09:01:56,mantaps
Hartika Dwi,3,2023-03-13 12:55:05,ok
Budi Kurniawan,5,2023-03-16 01:16:31,terima kasih
bayu seto,3,2023-03-13 10:22:00,http failed
Slamet Sugiharto,1,2023-03-23 06:16:48,tdk respon
Arya Mahardika,1,2023-03-13 08:28:31,failed
yessy na,1,2023-03-13 07:05:08,failed teruss
Miss Yatmila,1,2023-03-13 08:26:53,erorrrr
Burhan Boerhany,1,2023-03-13 06:06:27,eror mulu
Purwanto Purwanto,1,2023-03-13 11:05:53,gak sempurna
Anita Ita,1,2023-03-13 16:37:11,kecewa
Kecapi,1,2023-03-22 01:53:31,lot
Ahmad Faozi,5,2023-03-15 02:24:58,ok
Abrizam Fairel,5,2023-03-13 09:34:11,mantap
Dheca raya murgana murgana,5,2023-03-13 09:14:46,mantap
Mulyani Mulyani,5,2023-03-27 05:38:11,bagus
Masjopi Jopi,5,2023-03-13 13:31:31,semogd
sutaryono,5,2023-03-29 03:30:49,ok
Ghoni Magviroh,5,2023-03-19 08:24:41,bagus
Muhammad Affan S,5,2023-03-13 09:23:23,mantap
Agung Cess,5,2023-03-27 05:24:06,jossss
woka woka,5,2023-03-29 02:49:01,ok
Rizal Permadi,5,2023-03-13 06:26:47,ok
Kinanthi Hayuning,5,2023-03-27 06:41:03,simpel
Agus Prayitno,5,2023-03-13 07:27:18,good
Mayya Handayani,5,2023-03-13 09:44:18,mantap
handy maryanto,5,2023-03-17 04:16:03,mantab
Widy Widyaksono,5,2023-03-18 03:06:58,good
Zahra AnisyaTurrahma,5,2023-03-15 04:38:08,terimakasih
Zulkifly Basumbul,5,2023-04-12 03:48:00,mantaaap
Erma Yuniarti,5,2023-03-28 02:35:01,good
Jihan Sholih,5,2023-03-14 02:41:41,good
Orlin Avanty,5,2023-03-13 07:14:28,bagus
Sarni Sarni,5,2023-03-13 07:26:58,pelayananbagus
EDDY TYO,5,2023-03-19 02:09:37,mantullll
Muhammad Tolut,5,2023-03-18 04:51:14,mantap
Nur Afifah,5,2023-03-13 07:10:59,bagus
faisaltravego,5,2023-03-17 01:41:30,mantap
Sulis Ekoprasetyo,5,2023-03-13 09:02:01,bagus
Mohammad Dahono,5,2023-03-13 08:35:22,oke
Arief Susanto,5,2023-04-01 06:22:35,good
chanel ki djoko,5,2023-03-13 08:53:02,bagus
RULI SEPTA PURNAMA,5,2023-03-12 23:53:42,mantap
Rita Deli68,5,2023-03-13 05:10:05,terimakasih
eko arusaputro aji,5,2023-03-27 05:31:44,bagus
Feryanto Wahyu,5,2023-03-13 11:31:43,bagus
Ika Faradella Andyana,5,2023-03-15 02:09:03,mantap
raissa alodia,5,2023-03-13 08:25:51,good
Anna Septiani,5,2023-03-28 02:41:08,bagus
pas mantafff,5,2023-03-15 03:02:51,mantaff
ramadhan ârmdnâ suaidy,5,2023-03-25 15:48:13,mantaf
Trisha Widyastuti,5,2023-03-15 13:45:52,good
Ponirah Rah,5,2023-03-19 07:54:14,bagus
nurul huda,5,2023-03-27 05:22:25,mantap
Jimmy Frazelly,5,2023-04-12 08:14:03,ok
Kus Nandar,5,2023-03-13 07:22:09,ok
muh bikun,5,2023-04-12 05:42:48,
ê§AYUDI HENDRIYANAê§,5,2023-03-13 05:58:15,oke
Anita DK channel,5,2023-03-18 04:54:14,baguss
Sugeng Priyono,5,2023-04-13 07:15:21,ok
budi alwuno,5,2023-03-30 05:24:59,mantap
Pe Terr,5,2023-03-13 10:07:39,ok
Imam Turmudi,5,2023-03-15 00:58:48,mantap
riangel angel,5,2023-03-13 08:24:23,good
Arif Nurhidayat,5,2023-03-20 02:07:12,bagus
Nurul Umi,5,2023-03-18 02:24:06,
Dhani Prakoso,5,2023-03-19 07:31:30,good
Bebek H. Slamet Kemang,5,2023-03-19 03:32:03,mantululll
Roosye Anggita,5,2023-03-13 10:02:26,ok
Hasan Via,5,2023-03-13 02:24:10,oke
Priyo wijayanto,5,2023-03-13 06:52:42,mantap
Khoirunisa chira ramadani,5,2023-03-15 02:43:08,terimakasih
M. Dean Arsya,5,2023-03-15 07:23:45,mantab
Eko Daryanto,5,2023-03-13 07:52:50,mantab
Wildan Assabi,5,2023-03-13 21:00:23,mantap
Romadoni 91,5,2023-03-15 08:03:41,cool
Jangkung channel,5,2023-03-13 13:00:49,bagus
Toto Wiyanto,5,2023-03-12 23:54:26,mantap
Srikanti Srikanti,5,2023-03-19 03:50:56,goog
Ris Tianah,5,2023-03-27 05:15:58,keren
Gojek Jakarta Driver,5,2023-03-14 15:40:41,matap
Hendra Bstp,5,2023-04-05 00:55:51,mantaps
fawwaz surya,5,2023-03-15 06:12:05,mantab
syarif nur,5,2023-03-15 03:31:09,terimakasih
negaro simson,5,2023-03-12 23:06:34,ok
Teguh Suherman,5,2023-03-31 03:04:56,josss
loso.pramono@gmail.com Pramono,5,2023-03-27 05:05:20,bagus
Guslan Guslan,5,2023-03-26 10:19:03,bagus
FADILAH SURYA NINGTIYAS,5,2023-03-27 05:33:28,bantu
Dewi Nurnaningsih,5,2023-03-13 09:30:52,bagus
Muh Yasin,5,2023-03-13 09:14:28,ok
Taufik Rahmat,5,2023-03-13 08:19:18,lanjut
Moses Lieba Ary,5,2023-04-06 03:49:04,mantap
Monica Lisdayani,5,2023-03-16 07:16:51,bagus
Agus Fatoni,5,2023-03-17 07:16:03,cakep
Destiana Eka Sari,5,2023-03-13 07:56:09,bagus
deka rama,5,2023-03-13 10:25:10,bagus
Saiful Anam,5,2023-04-02 04:44:02,puas
kennedi kennedi siburian,5,2023-04-01 05:43:53,ok
Michael Marfil Marsel Repi,5,2023-03-13 11:46:48,mantap
Muhammad Hasan,5,2023-03-28 02:58:19,bagus
Salman Alfarisi,5,2023-04-05 06:58:53,bantu
suparno hakim,5,2023-03-13 10:44:26,mantap
Supri Yanti,5,2023-03-13 08:28:01,keren
Seyla Eka Ariyani,5,2023-03-18 03:24:40,mudah
kenji chenel âChenjiâ,5,2023-03-18 01:02:23,terimakasih
HADISON HERI,5,2023-03-13 07:39:06,bagus
Teguh Wijaya,5,2023-03-13 10:41:09,top
faqih ayang,5,2023-03-13 07:50:53,mantapppp
Wanto,5,2023-03-12 05:45:04,muantaaaabbbb
Abdul Rafiq,5,2023-03-13 07:12:45,bagus
Anang Lestyo,5,2023-03-13 13:33:25,nice
Nurhalim,5,2023-04-01 03:33:46,mantap
Zaki Y,5,2023-03-17 04:32:18,keren
Tezar Prio Imani Rahman,5,2023-03-15 04:52:40,mantul 
Parmo Mamo,5,2023-03-13 01:04:05,bagus 
mas djito,5,2023-03-15 01:26:03,terimakasih
Samini 667,5,2023-03-16 05:20:28,terimakasih kemenhub
bayu yasmu,5,2023-03-15 04:14:45,trima kasih
Bagus adji,5,2023-03-15 04:33:16,bagus mantappp
Kolank Kalink,5,2023-04-13 06:54:08,alhamdulillah dapet
atmoko moko,5,2023-03-13 07:08:33,error ya
Riyanto _,5,2023-03-15 03:39:53,terima kasih
Zaenal Arifin,5,2023-03-13 02:23:54,coba
Rukiatno Bandawasa,5,2023-03-16 05:52:57,lumayan bagus
Jafar Shodik,5,2023-03-13 08:08:37,good service
Surintha Wahyu Agustina,5,2023-03-16 07:09:45,thankyouu kemenhub
Alhanan Uz,5,2023-03-15 02:09:42,alhamdulillah mudik
Muhamad Chairulnizam,5,2023-03-13 09:49:50,top markotop
Retno Werdiningsih,5,2023-03-12 23:56:17,bagus nih
Yeni Dwi astuti,5,2023-03-13 07:21:20,mambantu
Mas Bro,5,2023-03-16 02:01:20,sukses
Rizki Yataqu,5,2023-03-16 02:10:21,mantap jiwa
Dwi Purnamasari,5,2023-03-13 07:10:05,terimakasih kemenhub
Hendra Saputra,5,2023-03-15 02:41:17,tera kasih
Allan Ozil,5,2023-03-15 01:53:35,mudik mantap
suendri wibawa,5,2023-03-13 05:43:40,aplikasi eror
Ifania Wati,5,2023-03-15 01:50:38,
Erna Indriani,5,2023-04-01 02:27:11,
Arsha Fathan,5,2023-03-13 09:37:30,trima kasih
Siti Nurfaiyah,5,2023-03-19 02:53:27,terima kasih
iin poernomo,5,2023-03-15 01:27:14,trimakasih
Slamet Santoso,5,2023-03-13 08:23:14,dishub yes
Ibnu Khoirul,5,2023-03-17 07:34:48,bagus
siti asih winarni,5,2023-03-13 12:23:45,bagus
Farah Agustin,5,2023-03-20 03:29:28,good kob
sulis Mawon,5,2023-03-29 01:08:03,mudik gratis
isco marisco,5,2023-03-16 04:49:17,mantap jiwa
Mini Aisyah,5,2023-03-15 03:39:33,
ADE ISMANTO,5,2023-03-31 02:54:25,bagus
alif azwar,5,2023-03-13 10:13:56,respon cepat
Danny Hafiz Alrasyid,5,2023-03-29 02:16:09,bagus
Tar Sam,5,2023-03-13 10:52:13,top markotop
SUPRIANTO SUPRIANTO,5,2023-03-13 09:12:51,aplikasi error
M. Dzunnurra'in Al-Fatih,5,2023-03-13 07:52:22,terima kasih
Hari Sugianto,5,2023-03-31 07:12:04,bagus
News Zone,5,2023-03-13 12:05:15,informatif
Siswanto Siswanto,5,2023-03-13 08:45:09,
raden afnan,5,2023-03-28 05:23:02,bagus
Ami Ami,5,2023-03-13 07:25:10,
Ratno Alpadani,5,2023-03-19 12:18:27,aplikasi bagus
BUDI SANTOSO2,5,2023-03-14 00:53:28,coba
Dzikri Aditya Lizuono,5,2023-03-13 10:55:59,
Mas Boy WMC,5,2023-03-30 00:47:04,
Jazuri Pranoto,5,2023-03-29 03:07:56,
Ilham Septia Randi (TEM),5,2023-03-16 07:40:01,
Zai Ahmad,5,2023-03-17 01:28:29,
Sari Ikhun,5,2023-03-15 02:17:20,good app help every situation
Iyan Gboy,4,2023-03-13 10:10:07,ok
WIDIANTO PURWONDO (WIDIANTO),5,2023-03-10 11:39:45,ok cmk loading lot
tri murni,4,2023-03-13 08:06:40,good job
Sri Rahayu Rahayu,4,2023-03-13 07:30:38,mantull
Aam zie,5,2023-03-13 07:59:20,
Tajul Arif,5,2023-03-11 02:59:05,mantap 
Robert Jazuli,5,2023-03-13 07:20:10,mantap banget
Pena Back,5,2023-03-15 02:10:38,ok mantap
JOKO PITOYO,5,2023-02-28 13:45:26,mantap 
Sulistyo Wibowo,1,2023-03-13 07:48:07,http failed try log
maxxime ojole,1,2024-03-10 05:09:43,event mudik gratis taeekkkk
Siti Musdalifah,3,2023-03-13 10:00:12,http failed
Ramidi Di,1,2024-03-05 08:18:34,adminya mblegedesss php
hendrik sternfeuer,4,2024-02-17 10:23:33,guna
Yudha Sakti R,5,2023-03-13 07:26:52,bedebes dah ni apk
Selembe Ombe,5,2024-03-12 22:55:37,keren 
Igel Jangkung,1,2023-12-06 15:29:49,susah instal
Amirullah pangkep,5,2024-08-21 04:20:52,mantap apk
Samuji muji,5,2023-03-12 07:41:43,josss
Sarino Mr,5,2023-03-29 04:13:31,bagus
Supardi Mesin,5,2024-03-03 23:27:32,bagus
Sofi Sofiyah,5,2023-04-07 06:10:42,ok
Yadi Apriadi,5,2024-07-21 10:53:51,keren
muhammad soleh,5,2024-03-05 01:29:29,keren
Budi Santoso,5,2024-03-05 08:59:30,bagus
Yulls New,5,2024-03-06 05:50:14,mantap
Pnusa Jaya,5,2023-03-13 15:45:57,mantap
Safudin Udin,5,2024-03-29 17:58:01,makasih
Angga Juliyanto,5,2023-03-28 01:17:14,ok
Purwo Ssugito,5,2024-03-10 10:41:30,bagus
Riyyan Rachman,5,2024-09-30 08:26:12,mantaps
Samuji Muji,5,2024-03-05 23:58:43,ok
Inspirasi Bumi Pertiwi,5,2024-03-07 12:40:37,terimakasih
Juweni Ahmadi,5,2023-03-15 08:23:37,mantap
Juni Juni,5,2023-12-14 12:19:54,baguss
Aenika Irawan,5,2024-03-11 01:30:37,cakeeppp
Muhammad Safi'i,5,2023-03-29 02:06:50,bagus
Nasional Print,5,2024-09-26 05:09:41,ok
ARI ADI,5,2023-03-15 04:40:05,terimakasih
99%,5,2023-12-28 07:13:58,oke
Buprali. Net (LIMBONG),5,2024-05-22 01:00:07,mantap paman
zaky kurniawan,5,2024-03-06 05:53:41,info akurat
Richard H.W,5,2024-07-10 08:20:54,good job
bunda raisyah08,5,2024-07-21 04:14:36,ok banget
sifa ul,5,2024-03-12 21:39:23,ok bngt
Gilang Jaya,5,2024-03-06 11:48:37,bagus
Azriyan Zakariya firmansyah,5,2023-03-13 10:20:41,smagaa
Muhammad Afif Dafiyanto,5,2023-12-16 18:42:20,
Hani Sasmito Raisha Fellcia,5,2024-03-05 01:14:18,
Kasman Man,5,2023-03-16 13:40:51,mantep
